#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CHRONICLE_PLAYER_INHERITANCE_NEW_RELIGION;On [GetDateText], [From.GetTitledName] [From.GetDeathReason] at the age of [Root.GetAgeYears]. [From.GetSubjectPronounCap] was succeeded by [From.GetPossPronoun] [Root.Religion.GetName] [GetFromReverseRelation] [Root.GetFirstName].;Le [GetDateText], [From.GetTitledName] [From.GetDeathReason] à l’âge de [Root.GetAgeYears]. [From.GetSubjectPronounCap] eut comme successeur [From.GetPossPronoun] [GetFromReverseRelation] [Root.GetFirstName], de religion [Root.Religion.GetName] [Root.Religion.GetGroupName].;Am [GetDateText], [From.GetTitledName] [From.GetDeathReason]. Nachfolger wird [From.GetPossPronoun] [Root.Religion.GetName] [Root.Religion.GetGroupName] [GetFromReverseRelation] [Root.GetFirstName].;;El [GetDateText], [From.GetTitledName] [From.GetDeathReason] a la edad de [Root.GetAgeYears]. [From.GetSubjectPronounCap] fue sucedido por [From.GetPossPronoun] [GetFromReverseRelation] [Root.GetFirstName], de religión [Root.Religion.GetName] [Root.Religion.GetGroupName] [GetFromReverseRelation] [Root.GetFirstName].;;;;;;;;;x
CHRONICLE_FOUND_STARK_CHILD;Despite being thought dead, [From.GetName] Stark, [From.GetSonDaughter] of Eddard Stark, was found alive by [From.GetHerHis] [GetFromReverseRelation] [Root.GetTitledFirstNameWithNick] in [Root.Location.GetName].;Alors qu’on le(a) pensait mort(e), [From.GetName] Stark, [From.GetSonDaughter] d’Eddard Stark, fut découvert(e) bien en vie par [From.GetHerHis] [GetFromReverseRelation] [Root.GetTitledFirstNameWithNick] à [Root.Location.GetName].;;;A pesar de ser dado por muerto, [From.GetName] Stark, [From.GetSonDaughter] de Eddard Stark, fue encontrado con vida por [From.GetHerHis] [GetFromReverseRelation] [Root.GetTitledFirstNameWithNick] en [Root.Location.GetName].;;;;;;;;;x
CHRONICLE_STARK_CHILD_REVEALED;Despite being thought dead, [From.GetName] Stark, [From.GetSonDaughter] of Eddard Stark, revealed [From.GetHerHim]self to be alive, having been hiding with [Root.GetTitledFirstNameWithDynastyNoRegnal] in [Root.Location.GetName] all this time.;Alors qu’on le(a) pensait mort(e), [From.GetName] Stark, [From.GetSonDaughter] d’Eddard Stark, se révéla être toujours en vie, s’étant caché(e) avec [Root.GetTitledFirstNameWithDynastyNoRegnal] à [Root.Location.GetName] pendant tout ce temps.;;;A pesar de ser dado por muerto, [From.GetName] Stark, [From.GetSonDaughter] de Eddard Stark, se ha descubierto que seguía con vida, escondido con [Root.GetTitledFirstNameWithDynastyNoRegnal] en [Root.Location.GetName] durante todo este tiempo.;;;;;;;;;x
CHRONICLE_ACOK_NORTHERN_PEACE;In this year peace was agreed between [Root.GetTitledFirstNameWithDynastyNoRegnal] and [From.GetTitledFirstNameWithDynastyNoRegnal]. Recognising that [From.GetTitledFirstNameNoRegnal] was not [Root.GetHerHis] enemy, [Root.GetTitledFirstNameNoRegnal] agreed to give up [Root.GetHerHis] crown and bend the knee to [From.GetTitledFirstNameNoRegnal]. For this, [Root.GetTitledFirstNameNoRegnal] and [Root.GetHerHis] bannermen were allowed to return to the North unmolested.;En cette année la paix fut conclude entre [Root.GetTitledFirstNameWithDynastyNoRegnal] et [From.GetTitledFirstNameWithDynastyNoRegnal]. Reconnaissant que [From.GetTitledFirstNameNoRegnal] n’était pas son adversaire, [Root.GetTitledFirstNameNoRegnal] accepta de renoncer à sa couronne et ploya le genou devant [From.GetTitledFirstNameNoRegnal]. De fait, [Root.GetTitledFirstNameNoRegnal] et ses bannerets furent autorisés à rejoindre le Nord sans encombre.;;;Este año se alcanzó la paz entre [Root.GetTitledFirstNameWithDynastyNoRegnal] y [From.GetTitledFirstNameWithDynastyNoRegnal]. Reconociendo que [From.GetTitledFirstNameNoRegnal] no era su enemigo, [Root.GetTitledFirstNameNoRegnal] aceptó renunciar a su corona y dobló la rodilla ante [From.GetTitledFirstNameNoRegnal]. De hecho, [Root.GetTitledFirstNameNoRegnal] permitió a sus banderizos unirse al Norte sin obstáculos.;;;;;;;;;x
CHRONICLE_ACOK_MACE_JOINS_STANNIS;Upon King Renly's death, [Root.GetTitledFirstNameWithDynastyNoRegnal] chose to back [Prev.GetKingQueen] [Prev.GetFirstNameNoRegnal] [Prev.GetOnlyDynastyName]'s claim to the Iron Throne instead, pledging [Root.GetHerHis] armies to the rightful [This.GetKingQueen]'s cause.;Suite à la mort du Roi Renly, [Root.GetTitledFirstNameWithDynastyNoRegnal] décida de soutenir la revendication du [Prev.GetKingQueen] [Prev.GetFirstNameNoRegnal] [Prev.GetOnlyDynastyName] au Trône de Fer à la place, plaçant ainsi son armée au service du [This.GetKingQueen] légitime.;;;Tras la muerte del Rey Renly, [Root.GetTitledFirstNameWithDynastyNoRegnal] decidió apoyar la reclamación del [Prev.GetKingQueen] [Prev.GetFirstNameNoRegnal] [Prev.GetOnlyDynastyName] al Trono de Hierro, poniendo así su ejécito al servicio del [This.GetKingQueen] legítimo.;;;;;;;;;x
CHRONICLE_ACOK_MACE_JOINS_IRON_THRONE;Upon King Renly's death, [Root.GetTitledFirstNameWithDynastyNoRegnal] agreed a marriage alliance with the Iron Throne, marrying Margaery Tyrell to [From.GetFirstNameNoRegnal] [From.GetOnlyDynastyName], in doing so pledging [Root.GetHerHis] armies to the rightful [From.GetKingQueen]'s cause.;Suite à la mort du Roi Renly, [Root.GetTitledFirstNameWithDynastyNoRegnal] accepta un mariage d’alliance avec le Trône de Fer en offrant la main de Margaery Tyrell à [From.GetFirstNameNoRegnal] [From.GetOnlyDynastyName], plaçant ainsi son armée au service du [This.GetKingQueen] légitime.;;;Tras la muerte del Rey Renly, [Root.GetTitledFirstNameWithDynastyNoRegnal] aceptó la alianza con el Trono de Hierro ofreciendo la mano de Margaery Tyrell a [From.GetFirstNameNoRegnal] [From.GetOnlyDynastyName], poniendo así su ejécito al servicio del [This.GetKingQueen] legítimo.;;;;;;;;;x
CHRONICLE_ACOK_ROBB_GAVE_IRON_THRONE;After defeating the Lannisters, [From.GetTitledFirstNameWithNickAndDynasty] marched [From.GetHerHis] armies into King's Landing to seize the Red Keep. There [From.GetSheHe] proclaimed [Root.GetTitledFirstNameWithDynastyNoRegnal] to be the true [Root.GetKingQueen], and issued a formal decree making The North an independent and seperate kingdom.;Après avoir vaincu les Lannister, [From.GetTitledFirstNameWithNickAndDynasty] fit marcher son armée sur Port-Réal pour s’emparer du Donjon Rouge. Là [From.GetSheHe] proclama que [Root.GetTitledFirstNameWithDynastyNoRegnal] était le véritable [Root.GetKingQueen], et promulgua un décret formel faisant du Nord un royaume libre et indépendant.;;;Tras vencer a los Lannister, [From.GetTitledFirstNameWithNickAndDynasty] marchó con su ejército sobre Desembarco del Rey para apoderarse de la Fortaleza Roja. Allí proclamó que [Root.GetTitledFirstNameWithDynastyNoRegnal] es el verdadero [Root.GetKingQueen], y promolgó un decretó formal haciendo del Norte un Reino libre e independiente.;;;;;;;;;x
CHRONICLE_ACOK_ROBB_CLAIMS_IRON_THRONE;After defeating the Lannisters, [Root.GetTitledFirstNameWithNickAndDynasty] marched [From.GetHerHis] armies into King's Landing to seize the Red Keep. There, in a bold move, [Root.GetSheHe] proclaimed [Root.GetHerHim]self [Root.GetKingQueen] of the Andals, the Rhoynar and the First Men and Lord of the Seven Kingdoms.;Après avoir vaincu les Lannister, [Root.GetTitledFirstNameWithNickAndDynasty] fit marcher son armée sur Port-Réal pour s’emparer du Donjon Rouge. Là, dans un élan d’audace, [Root.GetSheHe] se proclama lui-même [Root.GetKingQueen] des Andals, de Rhoynar et des Premiers Hommes et Seigneur des Sept Couronnes.;;;Tras vencer a los Lannister, [Root.GetTitledFirstNameWithNickAndDynasty] marchó con su ejército sobre Desembarco del Rey para apoderarse de la Fortaleza Roja. Una vez allí, en un intrépido arrebato, se ha proclamado [Root.GetKingQueen] de los Ándalos, de los Rhoynar y de los Primeros Hombres y Señor de los Siete Reinos.;;;;;;;;;x
CHRONICLE_ACOK_CLAIMS_IRON_THRONE;After defeating the Lannisters, [From.GetTitledFirstNameWithNickAndDynasty] marched [From.GetHerHis] armies into King's Landing to seize the Red Keep. [From.GetSheHeCap] had the city sacked, and left a power vacuum upon leaving. Soon after [Root.GetTitledFirstNameWithDynastyNoRegnal] took the city and the Iron Throne, proclaiming [Root.GetHerHim]self [Root.GetKingQueen] of the Andals, the Rhoynar and the First Men and Lord of the Seven Kingdoms.;Après avoir vaincu les Lannister, [From.GetTitledFirstNameWithNickAndDynasty] fit marcher son armée sur Port-Réal pour s’emparer du Donjon Rouge. [From.GetSheHeCap] mit la cité à sac avant de se retirer, laissant une vacance dans le pouvoir. Peu après [Root.GetTitledFirstNameWithDynastyNoRegnal] s’empara de la cité et du Trône de Fer, se proclamant par là même [Root.GetKingQueen] des Andals, de Rhoynar et des Premiers Hommes et Seigneur des Sept Couronnes.;;;Tras vencer a los Lannister, [From.GetTitledFirstNameWithNickAndDynasty] marchó con su ejército sobre Desembarco del Rey para apoderarse de la Fortaleza Roja. Saqueó la ciudad antes de retirarse, dejando un vacío de poder. Poco después [Root.GetTitledFirstNameWithDynastyNoRegnal] se apoderó de la ciudad y del Trono de Hierro, proclamándose [Root.GetKingQueen] de los Ándalos, de los Rhoynar y de los Primeros Hombres y Señor de los Siete Reinos.;;;;;;;;;x
CHRONICLE_ACOK_JON_LEGITMISED_A;On [GetDateText], [From.GetTitledFirstNameWithNickAndDynasty] signed a decree legitimising [From.GetHerHis] [GetFromReverseRelation] [Root.GetTitledFirstNameWithNick], and named [Root.GetHerHim] heir to The North. The now [Root.GetFirstNameWithDynasty] renounced [Root.GetHerHis] vows as a black brother and joined [From.GetTitledFirstName]'s struggle in the south.;En [GetDateText], [From.GetTitledFirstNameWithNickAndDynasty] signa un décret légitimant [From.GetHerHis] [GetFromReverseRelation] [Root.GetTitledFirstNameWithNick], et le nomma héritier du Nord. [Root.GetFirstNameWithDynasty] renonça alors à ses vœux de Frère Noir et rejoignit les forces de [From.GetTitledFirstName] dans le sud.;;;En [GetDateText], [From.GetTitledFirstNameWithNickAndDynasty] firmó un decreto legitimando a su [GetFromReverseRelation] [Root.GetTitledFirstNameWithNick], y le nombró heredero del Norte. [Root.GetFirstNameWithDynasty] renunció a sus votos como Hermano Negro y se unió a las fuerzas de [From.GetTitledFirstName] en el sur.;;;;;;;;;x
CHRONICLE_ACOK_JON_LEGITMISED_B;On [GetDateText], [From.GetTitledFirstNameWithNickAndDynasty] signed a decree legitimising [From.GetHerHis] [GetFromReverseRelation] [Root.GetTitledFirstNameWithNick], and named [Root.GetHerHim] heir to The North. The now [Root.GetFirstNameWithDynasty] chose to stay at the watch and keep his vows however, instead of joining [From.GetTitledFirstName]'s struggle in the south.;En [GetDateText], [From.GetTitledFirstNameWithNickAndDynasty] signa un décret légitimant [From.GetHerHis] [GetFromReverseRelation] [Root.GetTitledFirstNameWithNick], et le nomma héritier du Nord. [Root.GetFirstNameWithDynasty] décida de rester fidèle à ses vœux plutôt que de rejoindre les forces de [From.GetTitledFirstName] dans le sud;;;En [GetDateText], [From.GetTitledFirstNameWithNickAndDynasty] firmó un decreto legitimando a su [GetFromReverseRelation] [Root.GetTitledFirstNameWithNick], y le nombró heredero del Norte. [Root.GetFirstNameWithDynasty] decidió permanecer fiel a sus votos en vez de unirse a las fuerzas de [From.GetTitledFirstName] en el sur.;;;;;;;;;x
CHRONICLE_DANY_QUEST_ACOK;As the last heir to House Targaryen, Daenerys Targaryen claimed to be the rightful Queen of The Seven Kingdoms. Born on Dragonstone during Robert's Rebellion, Daenerys and her brother Viserys were spirited away to Essos. Always the timid of the two, Daenerys followed her brother as he tried his best to get an army to retake his father's throne, eventually selling his sister to a Dothraki Khal, Drogo, in return for an army of ten thousand Dothraki screamers. Daenerys grew more independent with Khal Drogo, whilst Viserys got himself killed for his impatience. Drogo fell soon after, along with Daenerys' unborn child, both murdered by a 'maegi', however upon the funeral pyre, Daenerys hatched three dragons. By this time Daenerys had arrived with her fledgling Khalasar to Qarth, and came into the hospitality of one Xaro Xhoan Daxos.;En tant que dernière héritière de la Maison Targaryen, Daenerys Targaryen se revendiquait Reine légitime des Sept Couronnes. Née à Peyredragon pendant la Rébellion de Robert, Daenerys et son frère Viserys furent évacués en Essos. La plus timide des deux, Daenerys suivit son frère tandis qu’il peinait à réunir une armée pour reprendre le trône de son père, finissant finalement par vendre sa sœur à un Khal Dothraki en échange d’un ost de dix mille gueulards Dothraki. Auprès de Khal Drogo, Daenerys gagna en indépendance, tandis que l’impatience de Viserys finit par lui coûter la vie. Drogo décéda peu après, avec l’enfant à naître de Daenerys, tous deux assassinés par une ‘maegi’. Mais pendant le bûcher funéraire, Daenerys fit éclore trois dragons. A ce moment-là, Daenerys était arrivée à Qarth avec son Khalasar naissant, et se vit accorder l’hospitalité par un certain Xaro Xhoan Daxos.;;;Como última heredera de la casa Targaryen, Daenerys Targaryen reivindica ser la Reina legítima de los Siete Reinos. Nacida en Rocaragón durante la Rebelión de Robert, Daenerys y su hermano Viserys fueron evacuados hacia Essos. Siendo la más tímida de los dos hermanos, Daenerys siguió a su hermano mientras trataba de reunir un ejército para retomar el trono de su padre, llegando a vender a su hermana a un Khal Dothraki a cambio de una hueste de diez mil dothrakis. Junto a Khal Drogo, Daenerys ganó independencia, mientras que la impaciencia de su hermano Viserys acabó por costarle la vida. Drogo murió poco después, junto al hijo recién nacido de Daenerys, ambos muertos por una ‘maegi’. Sin embargo, en la pira funeraria, Daenerys hizo eclosionar tres dragones. En pocos días, Daenerys llegó a Qarth con su nuevo Khalasar, donde le concedió hospitalidad un tal Xaro Xhoan Daxos.;;;;;;;;;x
CHRONICLE_DANY_QUEST_HOTU;Whilst in Qarth, Queen Daenerys entered the House of the Undying. There it is purported she saw strange visions, and burned The Undying with her dragon Drogon. She and her companions were exiled from Qarth for this act.;Pendant son séjour à Qarth, la Reine Daenerys pénétra dans l’hôtel des Nonmourants. On affirma ensuite qu’elle y eut d’étranges visions, et fit incinérer les Nonmourants par son dragon Drogon. Elle et ses compagnons furent exilés de Qarth pour cet acte.;;;Durante su estancia en Qarth, la Reina Daenerys entró en la Casa de los Eternos, donde contempló extrañas visiones, y acabó con los Eternos gracias al fuego de su dragón Drogon. Ella y sus compañeron fueron expulsados de Qarth por este acto.;;;;;;;;;x
CHRONICLE_DANY_QUEST_ASTAPOR;A ship was sent to the Queen by an old friend Illyrio Mopatis of Pentos, inviting her to the city. Ever wilful, she decided not to head to Pentos but to Astapor, with the intent of buying an army to press her claim to the Iron Throne.;Un bateau fut envoyé à la Reine par son vieil ami Illyrio Mopatis de Pentos, l’invitant à rejoindre la cité. Plus obstinée que jamais, elle décida de se rendre non à Pentos mais à Astapor, avec l’intention d’y acheter l’armée qui lui permettrait de reconquérir le Trône de Fer.;;;Un barco fue enviado a la Reina por su viejo amigo Illyrio Mopatis de Pentos, invitándola a volver a la ciudad. Más obstinada que nunca, ella decidió ir a Astapor en vez de a Pentos, con la intención de adquirir el ejército que le permitirá reconquistar el Trono de Hierro.;;;;;;;;;x
CHRONICLE_DANY_QUEST_PENTOS;A ship was sent to the Queen by an old friend Illyrio Mopatis of Pentos, inviting her to the city. After a long voyage across the Summer Sea and through The Stepstones, she finally arrived in Pentos, where Illyrio presented his plan to take the Iron Throne.;Un bateau fut envoyé à la Reine par son vieil ami Illyrio Mopatis de Pentos, l’invitant à rejoindre la cité. Après un long voyage à travers la Mer d’Eté et les Degrés de Pierre, elle arriva finalement à Pentos, où Illyrio lui exposa son plan pour s’emparer du Trône de Fer.;;;Un barco fue enviado a la Reina por su viejo amigo Illyrio Mopatis de Pentos, invitándola a volver a la ciudad. Tras un largo viaje a través del Mar del verano y los Peldaños de Piedra, llegó finalmente a Pentos, donde Illyrio le explicó su plan para apoderarse del Trono de Hierro.;;;;;;;;;x
CHRONICLE_DANY_QUEST_SACK_ASTAPOR;Whilst in Astapor, Queen Daenerys agreed to buy thousands of unsullied warriors in exchange for her dragon Drogon. She purposefully went back on this deal however, and had Drogon burn all the Good Masters. In doing so she gained control of the unsullied, and had them sack Astapor and liberate the slaves of the city. From this day she was known to her followers as the 'Breaker of Chains' or 'Mother'.;Pendant qu’elle était à Astapor, la Reine Daenerys accepta d’acheter des milliers d’Immaculés en échange de son dragon Drogo. Toutefois elle revint consciemment sur l’accord et ordonna à Drogon de brûler Leurs Bontés. Elle obtint aussi les Immaculés et leur fit saccager Astapor et libérer les esclaves de la cité. Depuis ce jour, ses partisans la surnommèrent « Briseuse de Chaînes » et « Mhysa ».;;;Durante su estancia en Astapor, la Reina Daenerys acordó la compra de miles de Inmaculados a cambio de su dragón Drogo. Una vez que el ejército es transferido a su poder, Daenerys saquea la ciudad, libera a los esclavos y mata a la mayoría de los Bondadosos Amos. A partir de entonces, fue conocida por sus seguidores como 'Rompedora de Cadenas' y 'Mhysa'.;;;;;;;;;x
CHRONICLE_DANY_QUEST_JORAH_BETRAYAL;On the way to Meereen, it was discovered the Queen's close companion and friend Jorah Mormont had betrayed her, having for many months been selling information about the Queen's movements and actions to the usurpers in King's Landing. Ser Jorah was at once exiled from the Queen's presence.;Sur le chemin de Meereen, on découvrit que l’ami proche et conseiller de la Reine, Jorah Mormont, avait pendant des mois vendu des informations sur ses faits et gestes aux usurpateurs de Port-Réal. Ser Jorah fut immédiatement banni de devant la Reine.;;;Camino a Meereen, se descubrió que el gran amigo y consejero de la Reina, Jorah Mormont, había estado vendiendo informaciones sobre sus movimientos y logros a los usurpadores de Desembarco del Rey. Ser Jorah fue desterrado de inmediato por la Reina.;;;;;;;;;x
CHRONICLE_HIDING_INSANE;Whilst in a prolonged period of hiding, [Root.GetTitledFirstNameWithNick] reportedly descended into insanity and lunacy.;Contraint(e) de se cacher pendant une très longue période, [Root.GetTitledFirstNameWithNick] sombra finalement dans la folie.;;;Contraint(e) de se cacher pendant une très longue période, [Root.GetTitledFirstNameWithNick] sombra finalement dans la folie.;;;;;;;;;x
CHRONICLE_HERO_KNIGHT_APPEARS;In this year, the famed warrior [Prev.GetTitledFirstNameWithNick] [Prev.GetOnlyDynastyName] arrived in [Root.Capital.GetName], and pledged [Prev.GetHerHis] service to [Root.GetTitledFirstNameNoRegnal].;En cette année, le(a) fameuse(e) guerrier(ère) [Prev.GetTitledFirstNameWithNick] [Prev.GetOnlyDynastyName] arriva à [Root.Capital.GetName], et jura de servir [Root.GetTitledFirstNameNoRegnal].;;;Este año, el famoso guerrero [Prev.GetTitledFirstNameWithNick] [Prev.GetOnlyDynastyName] llegó a [Root.Capital.GetName], y juró servir a [Root.GetTitledFirstNameNoRegnal].;;;;;;;;;x
CHRONICLE_OTHERS_SPAWN;This year saw reports from beyond the wall of a new menace, of cold winds rising. White Walkers had been seen in the woods, killing the living and raising the dead.;Cette année vit se multiplier les rapports sur une nouvelle menace venue d'au-delà du Mur, de la levé de vents glacés. Des Marcheurs blancs avaient été aperçus dans les bois, tuant les vivants et relevant les morts.;;;Este año se multiplicaron los informes sobre una nueva amenaza venida de más-allá-del Muro, se han levantado vientos helados. Caminantes Blancos han sido vistos en los bosques, matando a los vivos y resucitando a los muertos.;;;;;;;;;x
CHRONICLE_OTHERS_SPAWN_ESSOS;This year saw reports from the far east beyond The Five Forts of a new menace, of cold winds rising. White Walkers had been seen in the woods, killing the living and raising the dead.;Cette année vit se multiplier les rapports venu du lointain orient au-delà des Cinq Forts, de la levé de vents glacés. Des Marcheurs blancs avaient été aperçus dans les bois, tuant les vivants et relevant les morts.;;;Este año se multiplicaron los informes sobre el Lejano Oriente, más allá de los Cinco Fuertes, se han levantado vientos helados. Caminantes Blancos han sido vistos en los bosques, matando a los vivos y resucitando a los muertos.;;;;;;;;;x
CHRONICLE_OTHERS_DEFEATED;An alliance of armies and lords led by [white_walker_victor.GetTitledFirstNameWithNickAndDynasty] successfully defeated the white walkers, driving them back beyond the wall and reclaiming the dawn.;Une alliance d’armées et de seigneurs dirigée par [Root.GetTitledFirstNameWithNickAndDynasty] défit victorieusement les marcheurs blancs, les repoussant au-delà du Mur et récupérant l’aube.;;;Una alianza de ejércitos y Señores liderada por [Root.GetTitledFirstNameWithNickAndDynasty] derrotó con éxito a los Caminantes Blancos, expulsándolos más-allá del Muro y reclamando el Amanecer.;;;;;;;;;x
CHRONICLE_OTHERS_DEFEATED_ESSOS;An alliance of armies and princes led by [white_walker_victor.GetTitledFirstNameWithNickAndDynasty] successfully defeated the white walkers, driving them back beyond The Five Forts and reclaiming the dawn.;Une alliance d’armées et de princes dirigée par [Root.GetTitledFirstNameWithNickAndDynasty] défit victorieusement les marcheurs blancs, les repoussant au-delà des Cinq Forts et récupérant l’aube.;;;Una alianza de ejércitos y Señores liderada por [Root.GetTitledFirstNameWithNickAndDynasty] derrotó con éxito a los Caminantes Blancos, expulsándolos más allá de los Cinco Fuertes y reclamando el Amanecer.;;;;;;;;;x
CHRONICLE_JOINED_WAR_FOR_DAWN;Sensing the dire need for action, [Root.GetTitledFirstNameWithDynastyNoRegnal] answered the call from [From.GetTitledFirstNameWithNickAndDynasty] of [From.PrimaryTitle.GetName] to join [From.GetHerHim] in a War for the Dawn against the threat of the white walkers.;Sentant qu’il fallait passer à l’action, [Root.GetTitledFirstNameWithDynastyNoRegnal] répondit à l’appel de [From.GetTitledFirstNameWithNickAndDynasty] de [From.PrimaryTitle.GetName] qui l’enjoignait à rejoindre la Guerre de l’Aube contre la menace des marcheurs blancs.;;;Sintiendo que había que pasar a la acción, [Root.GetTitledFirstNameWithDynastyNoRegnal] respondió a la llamada de [From.GetTitledFirstNameWithNickAndDynasty] de [From.PrimaryTitle.GetName] para unirse a la Guerra del Alba contra la amenaz de los Caminantes Blancos.;;;;;;;;;x
CHRONICLE_CORONATION_REJECTED;Relations between [Root.GetTitledFirstNameWithDynasty] and [From.GetTitledFirstName] became strained when [From.GetTitledFirstName] declined to officially coronate the [Root.GetTitle] in the name of [From.Religion.GetName] as Lord of the Seven Kingdoms.;Les relations entre [Root.GetTitledFirstNameWithDynasty] et [From.GetTitledFirstName] se dégradèrent quand [From.GetTitledFirstName] refusa de couronner officiellement le(a) [Root.GetTitle] au nom de [From.Religion.GetName] Seigneur(Dame) des Sept Couronnes.;;;La relación entre [Root.GetTitledFirstNameWithDynasty] y [From.GetTitledFirstName] se deterioraron cuando [From.GetTitledFirstName] rechazó coronar oficialmente al [Root.GetTitle] en nombre de [From.Religion.GetName] Señor de los Siete Reinos.;;;;;;;;;x
CHRONICLE_CORONATED;In a grand ceremony attended by the most notable lords of Westeros, [Root.GetFirstNameoftheHouse], the [Root.GetRegnalOrdinal] of [Root.GetHerHis] name, was coronated by [FromFrom.GetTitledFirstName], anointed in the name of [FromFrom.Religion.GetName] as [Root.GetKingQueen] of the Andals, the Rhoynar and the First Men, Lord of the Seven Kingdoms and Protector of the Realm.;Lors d’une grande cérémonie à laquelle assistèrent nombre des grands seigneurs de Westeros, [Root.GetFirstName] de la Maison [Root.GetOnlyDynastyName], [Root.GetRegnalOrdinal] de son nom, fut couronné(e) par [FromFrom.GetTitledFirstName], oint(e) au nom de [FromFrom.Religion.GetName] comme [Root.GetKingQueen] des Andals, de Rhoynar et des Premiers Hommes, Seigneur(Dame) des Sept Couronnes et Protecteur(trice) du Royaumme.;;;;;;;;;;;;x
CHRONICLE_CORRUPT_COUNCIL_TITLE_GRANT;In an act widely seen as corrupt, [Root.GetTitledFirstNameWithDynastyNoRegnal], [Root.Liege.GetTitledFirstNameNoRegnal] [Root.Liege.GetOnlyDynastyName]'s [Root.GetJobTitle], had [Root.GetHerHim]self named [liege_title.GetRulerTitle] of [liege_title.GetName] in the name of the [Root.Liege.GetTitle].;Dans un acte que beaucoup considèrent comme scandaleux, [Root.GetTitledFirstNameWithDynastyNoRegnal], [Root.GetJobTitle] de [Root.Liege.GetTitledFirstNameNoRegnal] [Root.Liege.GetOnlyDynastyName] se proclama [liege_title.GetRulerTitle] de [liege_title.GetName] au nom du(e la) [Root.Liege.GetTitle].;;;En un acto que muchos consideraron indigno, [Root.GetTitledFirstNameWithDynastyNoRegnal], [Root.GetJobTitle] de [Root.Liege.GetTitledFirstNameNoRegnal] [Root.Liege.GetOnlyDynastyName] se proclamó [liege_title.GetRulerTitle] de [liege_title.GetName] en nombre del [Root.Liege.GetTitle].;;;;;;;;;x
CHRONICLE_NEPOTISM_COUNCIL_TITLE_GRANT;In an act widely seen as corrupt and nepotic, [Root.GetTitledFirstNameWithDynastyNoRegnal], [Root.Liege.GetTitledFirstNameNoRegnal] [Root.Liege.GetOnlyDynastyName]'s [Root.GetJobTitle], had [nepotism.GetTitledFirstNameNoRegnal] [nepotism.GetOnlyDynastyName], [Root.GetHerHis] own kinsman, named [liege_title.GetRulerTitle] of [liege_title.GetName] in the name of the [Root.Liege.GetTitle].;Dans un acte que beaucoup considèrent comme scandaleux et népotique, [Root.GetTitledFirstNameWithDynastyNoRegnal], [Root.GetJobTitle] de [Root.Liege.GetTitledFirstNameNoRegnal] [Root.Liege.GetOnlyDynastyName] fit nommer [nepotism.GetTitledFirstNameNoRegnal] [nepotism.GetOnlyDynastyName], [Root.GetHerHis] propre parent(e), [liege_title.GetRulerTitle] de [liege_title.GetName] au nom du(e la) [Root.Liege.GetTitle].;;;En un acto que muchos consideraron indigno y amiguista, [Root.GetTitledFirstNameWithDynastyNoRegnal], [Root.GetJobTitle] de [Root.Liege.GetTitledFirstNameNoRegnal] [Root.Liege.GetOnlyDynastyName] nombró a [nepotism.GetTitledFirstNameNoRegnal] [nepotism.GetOnlyDynastyName], su propio pariente, [liege_title.GetRulerTitle] de [liege_title.GetName] en nombre del [Root.Liege.GetTitle].;;;;;;;;;x
CHRONICLE_CHRONICLE_FAMOUS_WRITER;This following passage of this chronicle is to be written by one of the famous writers in all the land, who was given patronage by [Root.GetTitledFirstNameNoRegnal] to record the deeds of House [Root.GetOnlyDynastyName].;Le passage suivant de la chronique sera rédigé par l’un des plus fameux écrivains de ce monde, à qui [Root.GetTitledFirstNameNoRegnal] offrit son patronage pour qu’il rapporte les hauts faits de la Maison [Root.GetOnlyDynastyName].;;;El pasaje siguiente de la crónica será redactado por uno de los más afamados escribanos de este mundo, a quien [Root.GetTitledFirstNameNoRegnal] ofreció su patronazgo para que contara las hazañas de la casa [Root.GetOnlyDynastyName].;;;;;;;;;x
CHRONICLE_MIRACLE_PLAY;;;;;;;;;;;;;;x
CHRONICLE_GRAND_CARNIVAL;;;;;;;;;;;;;;x
CHRONICLE_GAVE_REFUGE;[Root.GetTitledFirstNameNoRegnal] showed [Root.GetHerHis] honour and hospitality when [Root.GetSheHe] welcomed [From.GetTitledFirstNameWithNickAndDynasty] into [Root.GetHerHis] service. [From.GetLordLady] [From.GetOnlyDynastyName] had previously been exiled after losing [From.GetHerHis] lands, but was named [Prev.GetRulerTitle] of [Prev.GetName] upon swearing fealty to House [Root.GetOnlyDynastyName].;[Root.GetTitledFirstNameNoRegnal] démontra son honneur et son hospitalité quand [Root.GetSheHe] accueillit [From.GetTitledFirstNameWithNickAndDynasty] à son service. [From.GetLordLady] [From.GetOnlyDynastyName] avait jadis été exilé(e) après avoir perdu ses terres, mais fut nommé(e) [Prev.GetRulerTitle] de [Prev.GetName] après avoir juré fidélité à la Maison [Root.GetOnlyDynastyName].;;;[Root.GetTitledFirstNameNoRegnal] demostró su honor y hospitalidad cuando acogió a [From.GetTitledFirstNameWithNickAndDynasty] a su servicio. [From.GetLordLady] [From.GetOnlyDynastyName] había sido exiliado tras perder sus tierras, pero fue nombrado [Prev.GetRulerTitle] de [Prev.GetName] tras jurar lealtad a la casa [Root.GetOnlyDynastyName].;;;;;;;;;x
